"","heart_disease_mortality_per_100k","econ__pct_civilian_labor","econ__pct_unemployment","econ__pct_uninsured_adults","econ__pct_uninsured_children","demo__pct_below_18_years_of_age","demo__pct_aged_65_years_and_older","demo__birth_rate_per_1k","demo__death_rate_per_1k","health__pct_adult_obesity","health__pct_adult_smoking","health__pct_diabetes","health__pct_low_birthweight","health__pct_excessive_drinking","health__pct_physical_inacticity","health__air_pollution_particulate_matter","health__homicides_per_100k","health__motor_vehicle_crash_deaths_per_100k","health__pop_per_dentist","health__pop_per_primary_care_physician","Area_Rucc","Econ_Economic_typology","Area_Urban_Influence"
"1908",203,0.461,0.037,0.172,0.088,0.209,0.237,15,10,0.325,0.205,0.097,0.065,0.136,0.293,13,NA,NA,NA,NA,"B2","Farm","M5"
"1909",327,0.609,0.034,0.282,0.128,0.245,0.18,11,12,0.324,0.317,0.122,0.083,0.217,0.34,10,NA,29.03,9739,2379,"B2","Nonsp","N3"
"1910",234,0.521,0.043,0.136,0.034,0.204,0.161,10,11,0.305,0.191,0.111,0.063,0.164,0.216,10,1.7,13.3,1419,810,"C1","Fed","M4"
"1911",288,0.507,0.046,0.109,0.036,0.206,0.137,10,9,0.256,0.191,0.085,0.074,0.219,0.225,11,2.2,7.82,2350,2019,"A2","Nonsp","M2"
"1912",351,0.442,0.082,0.218,0.083,0.24,0.162,11,13,0.349,0.333,0.121,0.079,0.199,0.38,13,NA,34.27,11609,2889,"C2","Nonsp","N7"
"1913",363,0.425,0.057,0.204,0.058,0.231,0.167,13,12,0.369,0.237,0.126,0.09,0.094,0.322,14,2.9,19.51,2109,969,"D1","Nonsp","M5"
"1914",206,0.414,0.073,0.288,0.122,0.177,0.293,9,14,0.235,0.184,0.116,0.074,0.199,0.242,11,3.3,15.05,1629,1509,"A3","Recr","M2"
"1915",381,0.581,0.032,0.196,0.091,0.198,0.17,15,10,0.318,0.145,0.103,0.087,0.158,0.323,11,NA,19.71,2260,1099,"D2","Mining","N3"
"1916",265,0.475,0.05,0.206,0.076,0.301,0.092,15,7,0.296,0.184,0.075,0.081,0.133,0.261,12,NA,23.01,1510,2619,"D2","Mining","M5"
"1917",306,0.425,0.108,0.279,0.081,0.225,0.164,12,11,0.405,0.215,0.158,0.135,0.111,0.291,13,13.85,41.3,3379,2040,"C1","Nonsp","M4"
"1918",363,0.37,0.072,0.266,0.062,0.268,0.154,13,13,0.381,0.285,0.156,0.147,0.103,0.335,11,13.7,28.73,2100,1999,"C2","Nonsp","M4"
"1919",347,0.529,0.076,0.194,0.076,0.226,0.207,12,12,0.317,0.21,0.114,0.085,NA,0.285,9,NA,32.71,2289,3080,"C2","Farm","N7"
"1920",237,0.506,0.024,0.162,0.076,0.246,0.243,15,15,0.295,0.109,0.092,0.052,0.177,0.29,12,NA,NA,2669,900,"B1","Farm","N2"
"1921",232,0.466,0.068,0.163,0.037,0.226,0.193,11,12,0.266,0.286,0.112,0.087,0.229,0.268,12,2.3,11.59,1790,2229,"C1","Manu","M4"
"1922",210,0.36,0.059,0.287,0.097,0.363,0.068,11,7,0.446,0.321,0.139,0.066,0.235,0.294,10,NA,NA,NA,NA,"B1","Farm","N2"
"1923",332,0.39,0.061,0.234,0.055,0.232,0.154,12,10,0.329,0.302,0.122,0.087,0.101,0.318,13,4.3,22.95,2580,2199,"D1","Nonsp","M5"
"1924",261,0.461,0.044,0.151,0.06,0.213,0.138,10,8,0.311,0.265,0.097,0.076,0.176,0.314,13,NA,14.3,4320,1950,"A1","Nonsp","M1"
"1925",275,0.487,0.058,0.151,0.065,0.208,0.194,10,12,0.277,0.21,0.099,0.095,0.11,0.305,14,2.72,12.72,1909,2100,"C1","Nonsp","M3"
"1926",252,0.446,0.089,0.145,0.061,0.164,0.278,7,16,0.294,0.194,0.121,NA,0.298,0.232,11,NA,NA,3010,1960,"B2","Manu","M5"
"1927",361,0.382,0.062,0.245,0.066,0.221,0.167,13,13,0.32,0.245,0.127,0.092,NA,0.389,14,NA,24.27,4789,1889,"C2","Manu","N7"
"1928",380,0.429,0.091,0.209,0.062,0.241,0.167,12,13,0.365,0.309,0.115,0.106,0.102,0.374,14,4.99,26.41,3160,1719,"C1","Nonsp","N1"
"1929",252,0.391,0.075,0.221,0.051,0.192,0.291,10,14,0.261,0.168,0.141,0.09,0.043,0.285,14,6.7,20.88,3379,1499,"C1","Nonsp","M4"
"1930",155,0.59,0.039,0.18,0.091,0.203,0.11,9,3,0.148,0.085,0.032,0.092,0.276,0.109,13,NA,14.26,1060,969,"D2","Recr","M5"
"1931",213,0.529,0.023,0.177,0.069,0.258,0.145,15,9,0.298,0.142,0.079,0.064,0.232,0.242,11,NA,16.74,2209,2169,"D1","Manu","M5"
"1932",382,0.428,0.083,0.31,0.116,0.248,0.168,15,13,0.358,0.229,0.12,0.078,0.092,0.366,11,11.06,43.08,3729,2070,"D2","Nonsp","N5"
"1933",337,0.388,0.075,0.269,0.071,0.246,0.146,12,12,0.32,0.173,0.126,0.107,NA,0.315,12,NA,24.84,5760,1919,"C2","Manu","N1"
"1934",284,0.322,0.05,0.236,0.099,0.255,0.089,14,6,0.315,0.16,0.083,0.073,NA,0.243,9,3.3,11.03,5439,4820,"A2","Fed","M2"
"1935",294,0.442,0.067,0.176,0.059,0.218,0.159,10,9,0.298,0.259,0.105,0.097,0.204,0.27,12,0.85,16.26,2679,2130,"C1","Recr","N7"
"1936",265,0.42,0.045,0.135,0.039,0.224,0.196,11,12,0.324,0.161,0.115,0.056,0.146,0.27,8,NA,17.59,1219,1449,"C2","Nonsp","N1"
"1937",198,0.543,0.025,0.16,0.104,0.255,0.21,14,14,0.299,0.191,0.083,NA,0.205,0.338,10,NA,NA,NA,NA,"B2","Farm","M5"
"1938",263,0.334,0.082,0.194,0.063,0.289,0.065,29,5,0.295,0.258,0.086,0.082,0.153,0.265,9,6.28,14.04,989,2069,"C1","Fed","M4"
"1939",248,0.527,0.051,0.121,0.042,0.217,0.173,7,9,0.297,NA,0.108,0.062,NA,0.226,12,NA,NA,1730,2000,"A1","Recr","M1"
"1940",266,0.473,0.048,0.192,0.091,0.303,0.111,15,6,0.291,0.179,0.09,0.09,0.135,0.244,12,NA,17.97,1499,2099,"D2","Mining","M5"
"1941",318,0.466,0.08,0.228,0.07,0.196,0.251,9,11,0.322,NA,0.152,0.086,NA,0.336,13,NA,NA,NA,5099,"B2","Recr","N4"
"1942",374,0.325,0.094,0.215,0.047,0.241,0.169,13,12,0.334,0.293,0.143,0.09,NA,0.352,13,NA,32.37,3589,3539,"D2","Nonsp","M5"
"1943",314,0.487,0.043,0.278,0.15,0.231,0.182,14,12,0.28,0.316,0.102,0.076,NA,0.264,9,NA,18.91,7420,2529,"C2","Nonsp","N1"
"1944",278,0.47,0.06,0.162,0.032,0.25,0.182,13,12,0.293,NA,0.101,0.057,NA,0.303,13,NA,19.44,7660,2959,"C2","Manu","N1"
"1945",270,0.477,0.048,0.175,0.07,0.222,0.178,10,11,0.303,0.199,0.129,0.079,0.108,0.261,14,4,19.2,2400,1529,"C1","Manu","M4"
"1946",230,0.482,0.05,0.255,0.121,0.273,0.15,14,9,0.262,0.195,0.073,0.082,0.11,0.224,13,NA,19.31,1750,2469,"D2","Nonsp","N5"
"1947",321,0.363,0.089,0.277,0.099,0.24,0.207,12,13,0.321,0.174,0.138,0.097,NA,0.318,12,NA,30.67,1809,969,"C2","Farm","N1"
"1948",224,0.549,0.063,0.112,0.093,0.228,0.207,10,11,0.324,0.146,0.087,0.065,NA,0.246,13,NA,21.96,1959,2580,"B1","Farm","N7"
"1949",263,0.523,0.033,0.281,0.095,0.313,0.093,19,7,0.334,0.166,0.099,0.07,0.147,0.289,12,NA,23.68,2530,1720,"D1","Manu","M5"
"1950",306,0.46,0.061,0.3,0.118,0.264,0.161,11,11,0.33,0.273,0.115,0.085,NA,0.3,13,NA,22.39,10930,2219,"D2","Nonsp","N3"
"1951",273,0.465,0.034,0.145,0.075,0.188,0.191,9,11,0.336,0.125,0.107,0.06,0.138,0.298,11,NA,NA,3190,2159,"D2","Nonsp","N3"
"1952",235,0.422,0.074,0.304,0.118,0.18,0.238,9,13,0.298,0.265,0.127,0.093,NA,0.242,14,NA,23.02,3940,1819,"B1","Recr","N7"
"1953",291,0.474,0.053,0.205,0.074,0.266,0.099,13,7,0.328,0.173,0.104,0.091,0.154,0.257,13,3.5,20.09,9069,4440,"A2","Manu","M2"
"1954",342,0.444,0.04,0.313,0.138,0.244,0.18,14,12,0.315,0.228,0.127,0.099,NA,0.321,10,6.1,19.43,1900,2160,"D1","Manu","M5"
"1955",266,0.428,0.044,0.296,0.141,0.235,0.172,11,8,0.285,NA,0.113,0.063,NA,0.276,9,NA,23.13,6739,1669,"A2","Nonsp","M2"
"1956",155,0.569,0.043,0.198,0.111,0.162,0.15,7,6,0.2,0.157,0.056,0.106,0.213,0.17,12,NA,17.5,8059,4000,"A1","Recr","M1"
"1957",359,0.388,0.075,0.21,0.052,0.221,0.178,12,15,0.363,0.283,0.153,0.109,0.078,0.383,12,5.52,37.03,2580,2150,"A1","Nonsp","M1"
"1958",296,0.377,0.069,0.261,0.23,0.238,0.19,7,9,0.276,0.148,0.09,NA,0.15,0.227,13,NA,45.65,5659,2649,"B1","Fed","N7"
"1959",272,0.475,0.034,0.359,0.167,0.267,0.154,16,8,0.327,NA,0.118,0.081,NA,0.291,9,NA,31.59,1689,2500,"C2","Farm","N7"
"1960",218,0.459,0.035,0.177,0.094,0.251,0.12,14,6,0.219,0.182,0.069,0.095,0.15,0.167,13,4.4,9.19,1030,1759,"A2","Nonsp","M2"
"1961",330,0.421,0.088,0.276,0.099,0.223,0.178,11,13,0.265,0.198,0.121,0.091,NA,0.305,13,NA,29.56,4509,3640,"B1","Nonsp","N1"
"1962",257,0.538,0.059,0.125,0.043,0.219,0.134,8,8,0.259,0.178,0.08,0.072,0.18,0.232,11,0.95,8.52,1490,1809,"A1","Recr","M1"
"1963",272,0.503,0.06,0.173,0.053,0.24,0.138,12,9,0.279,0.19,0.094,0.082,0.167,0.26,12,9,8.12,1369,979,"A1","Nonsp","M1"
"1964",259,0.479,0.054,0.125,0.049,0.197,0.168,10,9,0.285,0.279,0.105,0.074,0.223,0.222,12,NA,11.47,2399,3449,"C1","Nonsp","M4"
"1965",295,0.588,0.019,0.358,0.205,0.292,0.139,13,9,0.289,NA,0.096,0.06,NA,0.279,11,NA,31.74,5579,2779,"D2","Farm","N3"
"1966",204,0.559,0.042,0.135,0.076,0.251,0.166,12,10,0.295,0.217,0.129,0.059,0.232,0.243,13,NA,16.54,3900,1929,"C2","Nonsp","N7"
"1967",248,0.519,0.055,0.187,0.083,0.219,0.199,9,9,0.331,0.252,0.116,0.082,NA,0.331,14,NA,NA,NA,NA,"B2","Manu","M5"
"1968",291,0.432,0.076,0.186,0.04,0.176,0.208,8,13,0.345,0.267,0.146,0.085,0.14,0.362,14,NA,10.67,5930,3969,"A3","Manu","M2"
"1969",210,0.477,0.051,0.117,0.06,0.262,0.08,12,5,0.313,0.17,0.072,0.068,0.147,0.207,13,2.28,9.19,3000,2999,"A1","Fed","M1"
"1970",299,0.511,0.055,0.176,0.063,0.248,0.158,12,11,0.291,0.222,0.124,0.079,0.168,0.34,13,3.1,23.81,3059,1749,"C2","Manu","M3"
"1971",210,0.522,0.041,0.211,0.101,0.241,0.118,13,6,0.221,0.157,0.061,0.091,0.172,0.16,13,2.7,6.08,1060,1230,"A1","Nonsp","M1"
"1972",300,0.428,0.043,0.342,0.182,0.293,0.102,18,8,0.307,0.166,0.079,0.055,NA,0.321,11,NA,29.7,3669,2360,"D2","Manu","M5"
"1973",217,0.548,0.038,0.086,0.023,0.242,0.136,11,8,0.285,0.137,0.091,0.069,0.212,0.278,10,NA,12.11,3149,1670,"A2","Nonsp","M2"
"1974",257,0.473,0.094,0.174,0.073,0.206,0.223,10,14,0.262,0.278,0.101,0.07,0.255,0.237,11,NA,33.54,1290,819,"D2","Recr","M5"
"1975",362,0.364,0.115,0.343,0.104,0.296,0.182,16,12,0.289,NA,0.107,0.123,NA,0.275,8,NA,30.28,7230,7160,"D2","Fed","N3"
"1976",170,0.48,0.067,0.218,0.112,0.184,0.213,8,7,0.231,0.182,0.082,0.065,0.163,0.208,10,NA,19.44,1370,559,"B1","Recr","N1"
"1977",334,0.496,0.062,0.219,0.105,0.243,0.197,12,13,0.319,0.112,0.119,0.076,NA,0.287,10,NA,36.33,3210,NA,"B2","Farm","N4"
"1978",303,0.469,0.066,0.206,0.064,0.23,0.137,13,9,0.369,0.194,0.14,0.097,0.1,0.314,14,9.31,18.06,1610,720,"A3","Nonsp","M2"
"1979",205,0.537,0.062,0.177,0.075,0.247,0.146,12,8,0.3,0.219,0.1,0.069,0.139,0.261,13,3.49,14.11,7389,2649,"A3","Nonsp","M2"
"1980",330,0.362,0.102,0.321,0.12,0.22,0.143,11,12,0.318,NA,0.134,0.116,NA,0.275,13,NA,21.04,NA,2030,"C2","Nonsp","N1"
"1981",257,0.523,0.043,0.309,0.236,0.212,0.2,8,9,0.294,NA,0.118,0.075,NA,0.283,9,NA,33.64,2689,2650,"B1","Recr","N7"
"1982",270,0.461,0.067,0.179,0.086,0.208,0.195,9,8,0.296,NA,0.106,0.07,NA,0.24,13,NA,32.22,2609,5089,"A2","Recr","M2"
"1983",254,0.383,0.107,0.322,0.11,0.279,0.125,15,7,0.276,0.135,0.084,0.051,0.145,0.192,10,4.2,20.7,2300,2169,"A3","Nonsp","M2"
"1984",278,0.471,0.064,0.22,0.13,0.27,0.092,12,7,0.309,NA,0.086,0.078,NA,0.295,9,6.83,28.21,18210,8879,"A1","Manu","M1"
"1985",257,0.582,0.029,0.277,0.155,0.278,0.101,18,7,0.284,0.193,0.075,0.077,0.171,0.278,10,1.55,18.25,2179,1709,"A3","Mining","M2"
"1986",295,0.426,0.049,0.167,0.056,0.209,0.149,11,11,0.348,0.253,0.122,0.083,0.183,0.34,14,NA,12.47,1729,2640,"C1","Manu","M3"
"1987",404,0.451,0.084,0.304,0.108,0.261,0.145,14,12,0.262,0.224,0.132,0.09,NA,0.278,13,7.72,22.17,4609,5150,"C1","Manu","M3"
"1988",344,0.559,0.033,0.353,0.215,0.304,0.11,19,7,0.288,NA,0.091,0.069,NA,0.289,10,NA,NA,NA,1689,"C2","Mining","N1"
"1989",389,0.411,0.066,0.228,0.075,0.23,0.191,12,11,0.32,0.324,0.136,0.084,NA,0.357,14,NA,24.55,9250,2319,"D2","Farm","N3"
"1990",298,0.487,0.064,0.164,0.042,0.215,0.195,11,12,0.352,0.176,0.145,0.103,0.159,0.305,12,4.3,16.33,2169,2320,"C2","Nonsp","M4"
"1991",337,0.393,0.04,0.298,0.145,0.202,0.135,10,11,0.354,0.217,0.107,0.076,0.265,0.293,9,7,25.81,3860,2419,"D2","Fed","M5"
"1992",331,0.407,0.065,0.224,0.095,0.239,0.191,12,13,0.321,0.266,0.12,0.067,0.115,0.294,11,4.8,27.5,2880,1259,"D2","Nonsp","M5"
"1993",304,0.423,0.074,0.261,0.094,0.228,0.18,11,12,0.349,0.158,0.147,0.125,0.112,0.339,12,NA,29.24,2820,2800,"B2","Nonsp","N4"
"1994",170,0.609,0.021,0.161,0.07,0.16,0.247,11,6,0.337,0.145,0.092,NA,0.216,0.348,9,NA,NA,NA,NA,"B2","Farm","M5"
"1995",356,0.327,0.099,0.212,0.046,0.208,0.205,11,13,0.401,0.193,0.175,0.114,NA,0.349,13,NA,45.99,2230,2720,"B2","Manu","N4"
"1996",260,0.543,0.068,0.173,0.088,0.203,0.171,9,8,0.33,0.208,0.13,0.092,NA,0.276,12,NA,23.53,NA,6930,"B1","Nonsp","N7"
"1997",321,0.423,0.078,0.218,0.064,0.252,0.13,14,9,0.333,0.253,0.11,0.099,0.101,0.299,13,8.56,23.61,1810,2049,"C2","Manu","M4"
"1998",308,0.362,0.065,0.227,0.099,0.335,0.128,23,12,0.361,0.349,0.107,0.078,0.214,0.337,10,NA,63.08,NA,NA,"B2","Farm","M5"
"1999",289,0.482,0.049,0.214,0.059,0.245,0.128,13,9,0.345,0.266,0.117,0.088,0.136,0.276,13,2.6,16.04,2170,2489,"A2","Fed","M2"
"2000",210,0.53,0.069,0.228,0.07,0.253,0.087,14,6,0.248,0.134,0.089,0.099,0.162,0.206,13,7.76,9.73,1559,1150,"A1","Nonsp","M1"
"2001",224,0.498,0.058,0.399,0.142,0.21,0.153,12,8,0.213,0.119,0.086,0.082,0.126,0.209,11,9.1,11.96,1749,1280,"A1","Nonsp","M1"
"2002",225,0.498,0.066,0.412,0.147,0.211,0.147,12,7,0.224,0.118,0.092,0.098,0.129,0.235,11,8.23,12.39,1869,1269,"A1","Nonsp","M1"
"2003",289,0.541,0.038,0.175,0.074,0.253,0.169,12,9,0.359,0.273,0.101,0.069,0.138,0.291,8,NA,32.26,3389,1489,"A3","Nonsp","M2"
"2004",233,0.439,0.069,0.249,0.087,0.168,0.24,9,12,0.29,0.238,0.128,0.062,0.191,0.176,9,NA,12.14,1849,1770,"D1","Recr","M5"
"2005",237,0.465,0.027,0.198,0.112,0.349,0.063,21,4,0.231,0.059,0.058,0.064,0.047,0.149,12,-0.08,8.25,1589,2250,"A2","Nonsp","M2"
"2006",296,0.419,0.033,0.417,0.267,0.278,0.178,9,10,0.3,NA,0.121,0.074,NA,0.284,10,NA,NA,NA,1540,"B2","Farm","N4"
"2007",351,0.421,0.089,0.24,0.074,0.236,0.162,12,14,0.379,0.237,0.133,0.106,0.156,0.285,12,8.7,29.21,6509,4059,"A1","Manu","M1"
"2008",251,0.512,0.046,0.15,0.07,0.235,0.142,10,9,0.317,0.245,0.111,0.077,0.145,0.277,13,2.6,14.66,6229,2160,"A1","Recr","M1"
"2009",262,0.502,0.051,0.159,0.071,0.268,0.148,13,8,0.305,0.227,0.084,0.064,0.263,0.264,12,NA,12.24,2259,1610,"C2","Fed","N1"
"2010",408,0.435,0.082,0.265,0.094,0.224,0.18,12,14,0.346,0.255,0.128,0.108,NA,0.272,13,NA,23.01,4500,1790,"C2","Nonsp","M3"
"2011",281,0.352,0.13,0.179,0.067,0.319,0.129,20,10,0.406,0.463,0.128,0.085,0.203,0.313,11,NA,46.67,1100,1439,"B1","Nonsp","M4"
"2012",244,0.283,0.093,0.221,0.057,0.191,0.179,10,8,0.35,0.309,0.112,0.117,NA,0.394,13,NA,36.8,2539,7780,"B2","Fed","M5"
"2013",293,0.44,0.08,0.177,0.045,0.233,0.15,12,9,0.312,0.235,0.086,0.058,0.138,0.23,12,2.15,17.2,2650,2740,"A2","Nonsp","M2"
"2014",252,0.496,0.058,0.168,0.056,0.221,0.162,11,11,0.314,0.219,0.126,0.09,0.142,0.265,14,3.5,8.5,1730,1270,"A2","Nonsp","M2"
"2015",288,0.517,0.058,0.159,0.075,0.199,0.187,9,10,0.322,0.307,0.132,0.072,0.194,0.277,12,NA,21.78,4290,2690,"C2","Mining","N2"
"2016",368,0.342,0.086,0.183,0.042,0.229,0.176,16,11,0.331,NA,0.122,0.107,NA,0.299,13,NA,22.39,3809,3870,"A3","Fed","M2"
"2017",324,0.44,0.053,0.262,0.098,0.223,0.156,13,10,0.309,0.258,0.123,0.092,0.149,0.28,13,6.2,30.32,28050,5579,"A3","Nonsp","M2"
"2018",345,0.336,0.087,0.253,0.066,0.25,0.126,14,11,0.421,0.242,0.133,0.129,0.111,0.36,12,9.7,21.71,4640,7040,"A2","Fed","M2"
"2019",240,0.476,0.054,0.208,0.105,0.21,0.181,10,10,0.279,0.198,0.103,0.076,0.14,0.239,12,3.33,28.06,3749,2639,"A1","Recr","M1"
"2020",282,0.431,0.084,0.234,0.079,0.199,0.23,9,12,0.288,0.262,0.116,0.102,NA,0.287,13,NA,23.5,2219,1099,"D2","Nonsp","N4"
"2021",204,0.491,0.066,0.279,0.068,0.267,0.159,13,8,0.268,0.149,0.094,0.056,0.135,0.196,11,NA,10.37,1869,2810,"A3","Farm","M2"
"2022",239,0.502,0.062,0.221,0.081,0.283,0.085,13,5,0.252,0.198,0.111,0.068,0.115,0.256,13,2.91,13.66,7270,7970,"A1","Nonsp","M1"
"2023",278,0.466,0.038,0.181,0.116,0.359,0.109,19,9,0.288,0.127,0.067,0.067,NA,0.212,13,NA,23.88,2609,1719,"A2","Nonsp","M2"
"2024",214,0.53,0.041,0.226,0.12,0.246,0.089,16,6,0.266,0.164,0.065,0.059,0.196,0.179,NA,4.6,7.45,949,1039,"A2","Fed","M2"
"2025",345,0.417,0.051,0.256,0.069,0.252,0.144,13,10,0.354,0.224,0.106,0.077,0.138,0.328,11,3.06,16.92,6239,2060,"A2","Manu","M2"
"2026",311,0.34,0.085,0.269,0.113,0.199,0.196,10,11,0.347,0.228,0.168,0.111,0.125,0.344,12,NA,35.2,5190,5210,"B2","Farm","M5"
"2027",346,0.501,0.041,0.351,0.178,0.309,0.1,18,7,0.311,NA,0.089,0.076,NA,0.257,11,NA,32.38,3600,2140,"D2","Mining","N5"
"2028",320,0.46,0.084,0.21,0.053,0.221,0.201,13,15,0.34,0.245,0.121,0.122,0.106,0.321,13,17.1,14.52,1110,1039,"C1","Nonsp","M4"
"2029",222,0.436,0.238,0.294,0.092,0.289,0.112,18,6,0.224,0.126,0.083,0.062,0.161,0.224,10,2.2,11.65,2990,4530,"A3","Fed","M2"
"2030",280,0.452,0.065,0.166,0.055,0.213,0.17,12,11,0.312,0.25,0.106,0.091,0.123,0.285,14,3.16,8.71,1639,2120,"A3","Nonsp","M2"
"2031",287,0.503,0.049,0.216,0.064,0.259,0.142,16,9,0.314,0.206,0.103,0.08,0.153,0.252,10,8,22.94,3079,2170,"D1","Mining","M5"
"2032",287,0.514,0.051,0.228,0.069,0.257,0.137,15,11,0.286,0.214,0.099,0.072,0.138,0.278,10,6.67,24.37,3069,1859,"D1","Mining","M5"
"2033",209,0.467,0.04,0.242,0.101,0.227,0.167,14,10,0.262,0.174,0.089,0.069,0.177,0.264,11,3.62,17.23,1200,1480,"A3","Nonsp","M2"
"2034",242,0.509,0.058,0.123,0.039,0.219,0.124,12,8,0.266,0.16,0.086,0.093,0.213,0.234,12,7.49,9.92,1839,1209,"A1","Nonsp","M1"
"2035",357,0.393,0.086,0.263,0.048,0.236,0.174,13,14,0.339,0.256,0.132,0.127,0.083,0.35,11,7.62,19.06,4680,1720,"A2","Nonsp","M2"
"2036",362,0.37,0.077,0.255,0.073,0.254,0.152,14,13,0.381,0.273,0.146,0.134,0.101,0.348,11,10.11,30.46,2269,2019,"C2","Nonsp","M4"
"2037",307,0.567,0.043,0.224,0.141,0.233,0.198,10,15,0.317,0.204,0.124,NA,NA,0.366,10,NA,34.48,1380,810,"B2","Mining","N4"
"2038",292,0.442,0.066,0.185,0.05,0.235,0.179,11,10,0.366,0.211,0.122,0.068,0.154,0.249,11,NA,11.5,7749,2899,"B2","Manu","N4"
"2039",357,0.426,0.068,0.222,0.061,0.224,0.189,13,16,0.297,0.293,0.117,0.069,NA,0.351,14,4.69,30.84,2940,2609,"D2","Manu","N3"
"2040",227,0.57,0.027,0.264,0.149,0.23,0.21,11,8,0.284,0.178,0.102,0.049,0.213,0.297,11,NA,24.13,3810,1250,"D2","Farm","N5"
"2041",187,0.523,0.035,0.244,0.163,0.193,0.214,8,8,0.257,0.152,0.071,0.054,0.165,0.243,11,NA,39.18,3390,1670,"A3","Recr","M2"
"2042",287,0.437,0.062,0.286,0.106,0.224,0.139,10,10,0.318,NA,0.122,0.113,NA,0.28,12,6.85,22.28,2970,10770,"B1","Fed","N2"
"2043",278,0.503,0.06,0.141,0.059,0.195,0.198,9,12,0.354,0.299,0.108,0.076,0.171,0.279,12,NA,16.56,2489,2159,"A2","Recr","M2"
"2044",294,0.343,0.082,0.294,0.107,0.209,0.155,7,9,0.336,NA,0.144,0.128,NA,0.305,13,NA,18.93,3570,NA,"C2","Manu","N1"
"2045",381,0.409,0.111,0.282,0.094,0.238,0.168,11,14,0.375,0.15,0.148,0.129,NA,0.302,13,8.28,22.62,4229,2380,"C2","Nonsp","N2"
"2046",257,0.505,0.067,0.276,0.094,0.238,0.096,13,6,0.226,0.139,0.076,0.109,0.183,0.193,13,13.8,11.52,1610,1030,"A1","Nonsp","M1"
"2047",324,0.445,0.07,0.266,0.121,0.235,0.15,12,11,0.319,0.251,0.116,0.092,0.148,0.276,13,5.18,35.25,28130,5579,"A3","Nonsp","M2"
"2048",249,0.484,0.059,0.149,0.066,0.196,0.222,9,13,0.276,0.234,0.093,0.073,0.236,0.217,11,NA,20.34,1949,1149,"C2","Recr","N1"
"2049",234,0.454,0.053,0.327,0.115,0.228,0.241,10,13,0.251,0.189,0.098,NA,NA,0.289,9,NA,NA,949,1919,"B2","Farm","M5"
"2050",256,0.534,0.045,0.136,0.029,0.235,0.158,13,9,0.336,0.219,0.104,0.079,0.216,0.283,10,2.7,11.85,2100,2159,"A2","Nonsp","M2"
"2051",410,0.389,0.097,0.263,0.054,0.284,0.142,16,12,0.439,0.24,0.169,0.177,0.123,0.392,12,32.7,25.94,2279,1419,"D2","Nonsp","M5"
"2052",276,0.551,0.049,0.154,0.085,0.207,0.245,11,16,0.292,0.15,0.097,NA,0.238,0.319,10,NA,NA,1219,NA,"B2","Farm","M5"
"2053",330,0.414,0.057,0.277,0.094,0.215,0.172,12,13,0.261,0.187,0.114,0.101,NA,0.314,13,NA,30.74,4399,3639,"B1","Nonsp","N1"
"2054",312,0.397,0.062,0.21,0.047,0.225,0.181,10,12,0.305,0.27,0.111,0.103,NA,0.383,13,NA,31.38,7559,7559,"A2","Nonsp","M2"
"2055",383,0.392,0.082,0.287,0.064,0.241,0.155,13,11,0.386,0.267,0.142,0.11,0.135,0.358,10,4.8,23.87,4119,2970,"C2","Nonsp","N1"
"2056",283,0.373,0.125,0.261,0.052,0.204,0.193,9,11,0.347,0.461,0.15,0.109,0.148,0.355,13,NA,26.32,3780,3799,"B1","Mining","N2"
"2057",183,0.511,0.052,0.197,0.078,0.244,0.103,13,6,0.24,0.115,0.065,0.055,0.155,0.159,10,1.55,6.62,1229,1110,"A1","Manu","M1"
"2058",218,0.552,0.039,0.164,0.09,0.207,0.228,8,12,0.326,0.147,0.116,0.037,0.186,0.246,9,NA,27.85,5919,1469,"B1","Farm","N1"
"2059",330,0.477,0.054,0.19,0.082,0.233,0.156,11,12,0.356,0.223,0.115,0.069,NA,0.269,14,NA,19.08,4459,1780,"A3","Manu","M2"
"2060",149,0.605,0.032,0.128,0.087,0.208,0.197,10,3,0.289,NA,0.1,NA,NA,0.282,10,NA,NA,NA,NA,"B2","Farm","M5"
"2061",359,0.395,0.071,0.201,0.06,0.19,0.208,8,16,0.299,0.23,0.14,0.098,NA,0.368,13,NA,11.52,3609,1819,"A3","Manu","M2"
"2062",198,0.535,0.02,0.173,0.103,0.242,0.192,12,6,0.289,0.194,0.098,NA,0.197,0.329,10,NA,NA,NA,NA,"B2","Farm","M5"
"2063",351,0.339,0.094,0.269,0.092,0.232,0.179,11,12,0.327,0.207,0.136,0.123,NA,0.294,13,NA,27.35,8510,NA,"B1","Nonsp","N2"
"2064",290,0.452,0.068,0.169,0.059,0.238,0.222,14,12,0.267,0.175,0.115,0.056,0.146,0.264,11,0.6,9.89,1600,2039,"A1","Recr","M1"
"2065",317,0.432,0.087,0.223,0.066,0.24,0.132,13,9,0.348,0.249,0.115,0.102,0.162,0.289,12,7.7,14.84,1720,2219,"A3","Nonsp","M2"
"2066",399,0.278,0.135,0.252,0.051,0.206,0.166,11,16,0.378,0.359,0.166,0.128,0.105,0.399,13,15.3,33,3469,2359,"D2","Mining","N4"
"2067",187,0.426,0.066,0.224,0.113,0.199,0.187,6,8,0.263,0.211,0.101,0.092,0.194,0.22,9,NA,23.2,NA,3510,"A2","Fed","M2"
